symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
IP,2017-09-22,54.124800,55.331900,False,53.535800,55.235300,reg,3459253
IP,2017-09-25,53.757900,54.134500,False,53.477800,54.076600,reg,2436246
IP,2017-09-26,53.980000,54.221400,False,53.690300,53.931700,reg,1771401
IP,2017-09-27,54.704200,54.902200,False,54.066900,54.221400,reg,2117923
IP,2017-09-28,54.916700,55.129100,False,54.598000,54.598000,reg,1763186
IP,2017-09-29,54.868400,55.071200,False,54.501400,54.820100,reg,1436427
IP,2017-10-02,55.409200,55.635200,False,54.810400,54.916700,reg,2142674
IP,2017-10-03,55.418800,55.563700,False,55.051900,55.515400,reg,1381236
IP,2017-10-04,55.795400,55.940300,False,55.283600,55.515400,reg,1369402
IP,2017-10-05,55.727800,55.785800,False,55.293300,55.698800,reg,1280370
IP,2017-10-06,55.476700,55.959600,False,55.283600,55.727800,reg,982049
IP,2017-10-09,55.071200,55.467100,False,54.989100,55.457400,reg,1313009
IP,2017-10-10,55.660200,55.708500,False,55.071200,55.071200,reg,1157453
IP,2017-10-11,55.418800,55.988500,False,55.177400,55.496100,reg,1555060
IP,2017-10-12,55.264300,55.583000,False,55.167700,55.312600,reg,1676393
IP,2017-10-13,55.476700,55.611900,False,55.293300,55.360900,reg,1307947
IP,2017-10-16,55.737500,55.737500,False,55.283600,55.611900,reg,1291484
IP,2017-10-17,56.143100,56.191300,False,55.718200,55.718200,reg,1374318
IP,2017-10-18,56.027200,56.326500,False,55.819600,56.297600,reg,1265797
IP,2017-10-19,55.631300,55.911300,False,55.302900,55.766400,reg,1213808
IP,2017-10-20,56.210600,56.249300,False,55.660200,55.978900,reg,1181538
IP,2017-10-23,56.249300,56.558300,False,55.901600,56.423100,reg,1253598
IP,2017-10-24,56.654800,56.934900,False,56.094800,56.596900,reg,1845798
IP,2017-10-25,55.998200,56.925200,False,55.544300,56.886600,reg,2448760
IP,2017-10-26,56.007900,56.539000,False,55.573300,56.510000,reg,2000251
IP,2017-10-27,55.959600,56.059000,False,54.211700,56.007900,reg,2610352
IP,2017-10-30,55.225700,55.853400,False,54.998800,55.640900,reg,1420824
IP,2017-10-31,55.302900,55.669900,False,55.119500,55.264300,reg,1276195
IP,2017-11-01,55.737500,55.940300,False,55.341600,55.669900,reg,1778294
IP,2017-11-02,55.525000,56.442400,False,55.414000,55.882300,reg,2199208
IP,2017-11-03,55.158100,55.660200,False,54.978800,55.476700,reg,1517452
IP,2017-11-06,53.893100,55.225700,False,53.748200,55.138800,reg,2342114
IP,2017-11-07,53.352300,53.912400,False,53.217100,53.699900,reg,2256724
IP,2017-11-08,53.381300,53.506800,False,52.657000,53.168800,reg,1748763
IP,2017-11-09,53.043300,53.429600,False,52.920700,53.130200,reg,1583405
IP,2017-11-10,52.966100,53.053000,False,52.454300,52.869500,reg,1785448
IP,2017-11-13,52.521900,52.811500,False,52.269800,52.695700,reg,2438462
IP,2017-11-14,52.926600,53.024100,False,52.358200,52.410300,reg,1879334
IP,2017-11-15,52.498000,53.053300,False,51.728400,52.575900,reg,1841219
IP,2017-11-16,52.673400,53.063000,False,52.342100,52.683100,reg,1982726
IP,2017-11-17,52.809700,52.975400,False,52.312900,52.537000,reg,1249699
IP,2017-11-20,52.751300,52.887700,False,52.486800,52.605200,reg,1204068
IP,2017-11-21,53.296800,53.569600,False,52.858500,53.053300,reg,2018662
IP,2017-11-22,53.335800,53.647500,False,53.199400,53.433200,reg,1085762
IP,2017-11-24,53.501400,54.017700,False,53.316300,53.559900,reg,566999
IP,2017-11-27,53.618300,53.774200,False,53.218900,53.491700,reg,1601096
IP,2017-11-28,54.144400,54.183300,False,53.579300,53.910600,reg,2306013
IP,2017-11-29,54.085900,54.330000,False,53.579300,54.105400,reg,2317404
IP,2017-11-30,55.147800,55.459500,False,53.949500,54.095600,reg,2842478
IP,2017-12-01,54.193100,55.089300,False,53.357300,55.079600,reg,2808303
IP,2017-12-04,55.410800,55.800400,False,54.280700,54.553500,reg,2459525
IP,2017-12-05,55.449700,55.858900,False,54.962700,55.488700,reg,2295821
IP,2017-12-06,55.332800,55.771200,False,55.225700,55.479000,reg,1378071
IP,2017-12-07,55.332800,55.625100,False,55.089300,55.284100,reg,1199746
IP,2017-12-08,55.440000,55.751700,False,55.196500,55.449700,reg,1301835
IP,2017-12-11,55.839400,55.946600,False,55.186700,55.391300,reg,2633395
IP,2017-12-12,55.167200,55.917300,False,55.079600,55.167200,reg,2582425
