symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
PAYX,2017-09-22,57.839200,57.926300,False,56.358100,56.358100,reg,2709833
PAYX,2017-09-25,58.110200,58.129600,False,57.597200,57.616500,reg,2368314
PAYX,2017-09-26,58.023100,58.361900,False,57.858500,58.332900,reg,1882705
PAYX,2017-09-27,58.420000,58.565200,False,58.076300,58.245800,reg,1594974
PAYX,2017-09-28,58.332900,58.478100,False,57.906900,57.906900,reg,1437238
PAYX,2017-09-29,58.042500,58.710400,False,57.945700,58.245800,reg,2265553
PAYX,2017-10-02,57.897300,58.236100,False,57.442300,58.032800,reg,4561015
PAYX,2017-10-03,60.007500,60.907800,False,59.068600,60.017200,reg,7620108
PAYX,2017-10-04,60.607700,61.043300,False,59.968800,60.094700,reg,3108272
PAYX,2017-10-05,61.227300,61.285300,False,60.404400,61.024000,reg,2401918
PAYX,2017-10-06,61.585400,61.643500,False,60.888400,61.130500,reg,3306287
PAYX,2017-10-09,61.614500,61.953300,False,61.488600,61.604800,reg,2952991
PAYX,2017-10-10,61.672500,62.030700,False,61.314400,61.798400,reg,2561490
PAYX,2017-10-11,61.449900,61.701600,False,61.236900,61.682200,reg,2913124
PAYX,2017-10-12,62.359800,62.379200,False,61.320300,61.420900,reg,2055148
PAYX,2017-10-13,61.711300,62.679300,False,61.701600,62.330800,reg,2083678
PAYX,2017-10-16,61.420900,61.846800,False,61.198200,61.672500,reg,1142926
PAYX,2017-10-17,60.888400,61.595100,False,60.849700,61.508000,reg,1589165
PAYX,2017-10-18,61.014300,61.343400,False,60.927200,60.936800,reg,1034982
PAYX,2017-10-19,61.478900,61.566100,False,60.782000,60.840000,reg,1493486
PAYX,2017-10-20,61.992000,62.059700,False,61.449900,61.508000,reg,1399401
PAYX,2017-10-23,62.282400,62.514700,False,62.011300,62.040400,reg,1677747
PAYX,2017-10-24,61.837100,62.592200,False,61.740300,62.534100,reg,1824251
PAYX,2017-10-25,62.030700,62.059700,False,61.295000,61.691900,reg,2334582
PAYX,2017-10-26,62.524400,62.766400,False,62.175900,62.359800,reg,1374508
PAYX,2017-10-27,63.308500,63.521500,False,62.175900,62.485700,reg,2998491
PAYX,2017-10-30,62.408200,63.444000,False,62.301800,63.308500,reg,2540847
PAYX,2017-10-31,62.237800,62.550000,False,61.964600,62.452500,reg,1461324
PAYX,2017-11-01,62.579300,62.715900,False,62.013400,62.315900,reg,1637049
PAYX,2017-11-02,62.969600,63.096400,False,61.993900,62.754900,reg,1996251
PAYX,2017-11-03,62.433000,62.862200,False,62.374400,62.852500,reg,1567073
PAYX,2017-11-06,62.442700,62.511000,False,61.935400,62.150000,reg,1397210
PAYX,2017-11-07,62.706100,62.813500,False,62.267100,62.569500,reg,1703784
PAYX,2017-11-08,62.979300,63.028100,False,62.530500,62.589100,reg,1097236
PAYX,2017-11-09,63.184200,63.320800,False,62.559800,62.559800,reg,1772638
PAYX,2017-11-10,62.998800,63.096400,False,62.784200,63.037900,reg,1332699
PAYX,2017-11-13,63.515900,63.657400,False,62.774400,62.969600,reg,1775127
PAYX,2017-11-14,63.779400,63.945200,False,62.850200,63.135400,reg,1576315
PAYX,2017-11-15,63.008600,64.208700,False,62.891500,63.750100,reg,1839218
PAYX,2017-11-16,64.042800,64.696500,False,63.203700,63.291500,reg,1755941
PAYX,2017-11-17,63.340300,63.896500,False,63.076900,63.837900,reg,1741597
PAYX,2017-11-20,63.594000,63.691600,False,63.174500,63.398900,reg,1326216
PAYX,2017-11-21,63.535500,63.798900,False,63.418400,63.691600,reg,1529019
PAYX,2017-11-22,63.106200,63.720800,False,63.057400,63.623300,reg,927428
PAYX,2017-11-24,63.115900,63.311100,False,62.852600,63.028100,reg,538856
PAYX,2017-11-27,63.106200,63.281800,False,62.720800,63.067100,reg,1241476
