symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
VFC,2017-09-22,60.770500,60.829100,False,60.145200,60.477400,reg,1441032
VFC,2017-09-25,60.272200,61.132000,False,60.213600,60.477400,reg,1632302
VFC,2017-09-26,61.346900,61.591200,False,60.296600,60.418800,reg,2441993
VFC,2017-09-27,61.601000,61.679100,False,60.548700,61.053800,reg,2052139
VFC,2017-09-28,62.040600,62.079700,False,61.229700,61.356700,reg,2158184
VFC,2017-09-29,62.109000,62.529100,False,62.011300,62.128500,reg,2480317
VFC,2017-10-02,62.245800,62.245800,False,61.386000,62.079700,reg,2085446
VFC,2017-10-03,62.607300,63.130000,False,62.216500,62.695200,reg,2943956
VFC,2017-10-04,63.418200,63.467100,False,62.636600,62.753800,reg,1891596
VFC,2017-10-05,63.242300,63.799200,False,63.154400,63.506100,reg,1792538
VFC,2017-10-06,64.141200,64.199800,False,62.939500,63.222800,reg,2273289
VFC,2017-10-09,62.929700,64.199800,False,62.763600,64.111900,reg,1456439
VFC,2017-10-10,63.027400,63.809000,False,62.988300,63.046900,reg,1475176
VFC,2017-10-11,62.871100,63.261900,False,62.705000,62.910200,reg,1755085
VFC,2017-10-12,62.959000,63.105600,False,62.524200,62.890600,reg,1889101
VFC,2017-10-13,62.411900,63.203300,False,62.353300,63.017600,reg,2304489
VFC,2017-10-16,62.617100,62.773400,False,62.226300,62.548700,reg,1592120
VFC,2017-10-17,63.105600,63.349800,False,62.568200,62.714800,reg,1707023
VFC,2017-10-18,63.574500,63.750400,False,63.144600,63.193500,reg,2400610
VFC,2017-10-19,63.848100,64.043500,False,63.321500,63.359600,reg,1768135
VFC,2017-10-20,64.854400,65.430900,False,64.219500,64.414800,reg,4613007
VFC,2017-10-23,68.342400,70.296400,False,66.388300,66.476300,reg,9085887
VFC,2017-10-24,69.593000,69.690700,False,68.361900,69.417100,reg,3572594
VFC,2017-10-25,69.612500,70.013100,False,68.909100,69.749300,reg,2869504
VFC,2017-10-26,68.879700,69.856800,False,68.733200,69.612500,reg,2794576
VFC,2017-10-27,69.270500,69.368200,False,68.254400,68.596400,reg,2276941
VFC,2017-10-30,68.303300,68.781000,False,67.980900,68.743000,reg,2090411
VFC,2017-10-31,68.049300,68.371700,False,67.590100,68.039500,reg,2826647
VFC,2017-11-01,68.537800,68.782000,False,67.394700,68.068800,reg,2434437
VFC,2017-11-02,68.303300,68.987200,False,67.717100,68.899300,reg,2188355
VFC,2017-11-03,67.873400,68.537800,False,67.609600,68.322800,reg,2489292
VFC,2017-11-06,67.482600,68.440100,False,67.443500,67.990700,reg,1760851
VFC,2017-11-07,67.101600,67.531500,False,66.779200,67.443500,reg,1547350
VFC,2017-11-08,67.893000,67.990700,False,66.896400,67.082000,reg,1314955
VFC,2017-11-09,67.765900,68.227100,False,67.541200,67.697500,reg,1542647
VFC,2017-11-10,68.029700,68.459600,False,67.482700,67.678000,reg,1628115
VFC,2017-11-13,68.068800,68.635500,False,67.902700,68.059000,reg,1255365
VFC,2017-11-14,68.313100,68.655000,False,67.638900,67.814800,reg,975662
VFC,2017-11-15,68.029700,68.615800,False,67.941800,68.215400,reg,1641521
VFC,2017-11-16,68.469400,68.791500,False,67.834300,68.176300,reg,2769304
VFC,2017-11-17,69.182600,69.612500,False,68.928600,68.928600,reg,1846653
VFC,2017-11-20,70.296400,70.506500,False,68.879700,69.192400,reg,1738902
VFC,2017-11-21,70.921700,70.999900,False,70.081500,70.472300,reg,2083496
VFC,2017-11-22,71.664200,71.713100,False,70.530900,70.648100,reg,2804748
VFC,2017-11-24,72.191800,72.357900,False,71.791300,71.810800,reg,1266606
VFC,2017-11-27,71.752200,73.149300,False,71.732600,72.299300,reg,2268545
VFC,2017-11-28,72.318800,72.993100,False,71.859600,71.967100,reg,2208859
VFC,2017-11-29,72.426300,73.139500,False,72.103900,72.455600,reg,2013766
VFC,2017-11-30,71.283200,72.699900,False,71.234400,72.475200,reg,3989530
VFC,2017-12-01,70.140100,71.273400,False,69.280300,71.273400,reg,3547921
VFC,2017-12-04,69.583200,70.951000,False,69.563700,70.736100,reg,4297514
VFC,2017-12-05,68.772300,69.827400,False,68.723400,69.739500,reg,3209768
VFC,2017-12-06,70.032600,70.472300,False,68.879700,70.159200,reg,2272921
VFC,2017-12-07,70.711100,71.389600,False,70.376800,70.475100,reg,1709274
