symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
LRCX,2017-09-22,173.646200,173.872200,False,168.409200,168.713800,reg,1582779
LRCX,2017-09-25,167.200700,172.929000,False,167.033700,172.929000,reg,2212987
LRCX,2017-09-26,166.483400,169.647200,False,164.596900,169.313200,reg,2549772
LRCX,2017-09-27,176.259800,177.473300,False,170.035400,172.044700,reg,3040314
LRCX,2017-09-28,178.647400,178.901800,False,174.589500,175.473800,reg,2061667
LRCX,2017-09-29,181.811200,181.997900,False,178.254400,179.708600,reg,1789347
LRCX,2017-10-02,182.705400,184.297100,False,180.244700,181.811200,reg,2101473
LRCX,2017-10-03,181.644200,183.442300,False,179.628400,183.255600,reg,1482641
LRCX,2017-10-04,181.791600,182.037200,False,178.922500,180.759900,reg,2364630
LRCX,2017-10-05,179.630000,182.331000,False,177.637400,182.037200,reg,1589801
LRCX,2017-10-06,181.604900,181.801400,False,179.178000,179.394200,reg,1016805
LRCX,2017-10-09,181.437900,182.705400,False,180.524100,181.771900,reg,1113140
LRCX,2017-10-10,181.673700,183.098400,False,178.775100,182.882200,reg,1570843
LRCX,2017-10-11,182.931300,182.960800,False,180.740300,181.005500,reg,1627862
LRCX,2017-10-12,183.727200,185.810200,False,182.862600,182.862600,reg,2138747
LRCX,2017-10-13,186.586400,186.984400,False,184.248000,185.348400,reg,1557143
LRCX,2017-10-16,189.003500,190.467500,False,187.018800,187.667200,reg,2836340
LRCX,2017-10-17,191.155300,192.078900,False,188.551500,191.685900,reg,3836983
LRCX,2017-10-18,196.991600,197.405100,False,189.750200,193.641100,reg,5396264
LRCX,2017-10-19,197.473100,197.492700,False,191.528700,194.928300,reg,3019452
LRCX,2017-10-20,201.757000,202.739600,False,198.907600,198.966600,reg,3105205
LRCX,2017-10-23,202.297400,204.773400,False,200.489500,202.621700,reg,2842628
LRCX,2017-10-24,202.248300,203.152200,False,199.723200,203.063800,reg,1975592
LRCX,2017-10-25,199.526600,202.209000,False,195.527600,202.209000,reg,2662569
LRCX,2017-10-26,203.171900,205.009300,False,200.715500,201.128200,reg,1869202
LRCX,2017-10-27,204.370600,204.763600,False,200.931700,204.429600,reg,1984702
LRCX,2017-10-30,202.602000,204.567100,False,200.931700,203.260300,reg,1389609
LRCX,2017-10-31,204.930700,206.424100,False,202.916400,203.712300,reg,1646447
LRCX,2017-11-01,199.379200,206.777900,False,197.044500,206.777900,reg,2806359
LRCX,2017-11-02,203.211200,203.407700,False,197.993800,199.457800,reg,2365764
LRCX,2017-11-03,203.456800,204.321500,False,201.442600,203.584600,reg,1883632
LRCX,2017-11-06,203.063800,204.242900,False,200.833400,203.948100,reg,2248804
LRCX,2017-11-07,205.539800,206.188300,False,202.896800,202.975400,reg,1360933
LRCX,2017-11-08,207.554100,207.721100,False,203.270100,205.549700,reg,1565032
LRCX,2017-11-09,202.690400,206.168700,False,199.703500,205.726500,reg,2125065
LRCX,2017-11-10,203.771200,204.026700,False,200.990700,202.267900,reg,1715631
LRCX,2017-11-13,205.579100,205.716700,False,200.990600,201.786500,reg,1457631
LRCX,2017-11-14,204.999400,205.746200,False,202.945900,205.117300,reg,1005242
LRCX,2017-11-15,204.233000,207.170900,False,202.454600,206.335700,reg,2177795
LRCX,2017-11-16,209.499500,210.973300,False,204.862000,204.871700,reg,2259486
LRCX,2017-11-17,206.797500,213.213600,False,205.893600,213.085800,reg,1960154
LRCX,2017-11-20,211.346700,212.437300,False,207.858700,208.025700,reg,1949387
LRCX,2017-11-21,215.090200,215.866400,False,212.761600,213.360900,reg,2149387
LRCX,2017-11-22,211.415500,215.669900,False,210.501700,215.375200,reg,1883727
LRCX,2017-11-24,213.046500,213.724500,False,211.867500,212.309600,reg,808728
LRCX,2017-11-27,207.249500,209.735300,False,204.370600,208.860900,reg,2732691
LRCX,2017-11-28,209.420900,211.631700,False,206.070400,207.937300,reg,2496619
LRCX,2017-11-29,191.243700,208.168200,False,185.957700,207.956900,reg,7980992
LRCX,2017-11-30,188.974000,195.265900,False,187.971800,193.965400,reg,5047672
LRCX,2017-12-01,184.532900,187.932500,False,177.537100,186.684700,reg,5659574
LRCX,2017-12-04,177.586300,186.527500,False,176.367900,186.380100,reg,5351766
LRCX,2017-12-05,177.872000,184.020100,False,173.211600,177.349800,reg,5164761
LRCX,2017-12-06,181.517500,181.606200,False,174.886600,176.413800,reg,3991602
LRCX,2017-12-07,186.374900,187.320800,False,183.034800,184.335400,reg,3334609
LRCX,2017-12-08,183.714700,190.158400,False,183.291000,188.434200,reg,3476281
LRCX,2017-12-11,182.827900,185.429100,False,181.290900,184.956100,reg,2803037
LRCX,2017-12-12,178.896700,182.640700,False,178.473000,181.832800,reg,2207180
LRCX,2017-12-13,178.640500,182.101000,False,178.610900,179.074000,reg,3228685
LRCX,2017-12-14,179.418900,181.714600,False,178.325200,178.630700,reg,2957002
LRCX,2017-12-15,183.576700,184.695000,False,179.133100,180.591400,reg,3977864
LRCX,2017-12-18,186.286300,188.000600,False,183.951100,184.887200,reg,3414045
LRCX,2017-12-19,183.369800,186.631100,False,182.916600,185.360100,reg,2391367
LRCX,2017-12-20,186.049800,189.015500,False,184.542300,188.089300,reg,3290599
LRCX,2017-12-21,182.906800,186.365100,False,182.029900,186.010400,reg,2671936
LRCX,2017-12-22,183.941300,185.222200,False,181.389400,182.522500,reg,1580370
LRCX,2017-12-26,181.596300,183.941300,False,179.625800,181.547100,reg,1707046
LRCX,2017-12-27,182.640700,184.276300,False,181.290900,182.039700,reg,1610542
LRCX,2017-12-28,182.808200,184.246700,False,182.177700,183.202300,reg,1310127
LRCX,2017-12-29,181.359900,183.970900,False,181.310600,182.847600,reg,1381029
LRCX,2018-01-02,186.493200,186.729600,False,181.162800,182.424000,reg,2037307
LRCX,2018-01-03,189.665800,190.966300,False,186.828200,187.872500,reg,2583342
LRCX,2018-01-04,190.532800,193.951700,False,190.306200,192.128900,reg,2227207
LRCX,2018-01-05,193.508300,194.276800,False,191.587000,192.030400,reg,1712974
LRCX,2018-01-08,194.966500,196.552800,False,193.360500,193.439400,reg,2762693
LRCX,2018-01-09,194.661100,196.809000,False,190.522900,195.301500,reg,2954987
LRCX,2018-01-10,188.838100,192.355600,False,187.488300,191.478700,reg,3510771
LRCX,2018-01-11,186.335500,189.981000,False,185.636000,189.232200,reg,2816395
LRCX,2018-01-12,185.734500,188.565700,False,185.527600,186.335500,reg,2788086
LRCX,2018-01-16,187.586800,192.936900,False,185.626100,189.350500,reg,4251112
LRCX,2018-01-17,202.060500,202.632000,False,190.897300,191.665900,reg,6497101
LRCX,2018-01-18,202.425100,203.311800,False,196.818900,200.011200,reg,4198801
LRCX,2018-01-19,204.474500,204.494200,False,200.109800,202.819200,reg,2614988
LRCX,2018-01-22,206.110000,206.750400,False,204.149300,205.331700,reg,2823113
LRCX,2018-01-23,211.903400,211.972400,False,206.908100,207.922900,reg,4339722
LRCX,2018-01-24,206.642100,211.036400,False,203.521500,211.036400,reg,5464897
LRCX,2018-01-25,196.316400,215.262300,False,196.070100,212.819800,reg,8278831
LRCX,2018-01-26,199.587500,203.380800,False,197.331200,198.976600,reg,4761552
LRCX,2018-01-29,193.084700,199.301800,False,190.434300,198.277100,reg,4005981
LRCX,2018-01-30,188.266700,192.414700,False,186.463600,189.271600,reg,3794567
LRCX,2018-01-31,188.700200,190.976200,False,187.448900,190.069700,reg,2838376
LRCX,2018-02-01,186.325700,191.271800,False,185.428900,187.202600,reg,3053541
LRCX,2018-02-02,176.423600,184.069400,False,175.743800,183.961000,reg,5527560
LRCX,2018-02-05,167.841900,180.207100,False,167.812300,172.916100,reg,5895274
LRCX,2018-02-06,175.714200,176.364500,False,164.856500,166.019100,reg,5890327
LRCX,2018-02-07,169.103000,176.788200,False,169.073500,173.241200,reg,3403275
LRCX,2018-02-08,159.841400,170.526700,False,159.821700,170.117900,reg,4934369
LRCX,2018-02-09,163.427800,164.826900,False,154.520900,163.378600,reg,5937091
LRCX,2018-02-12,170.403600,171.911100,False,164.807200,165.930400,reg,4150722
LRCX,2018-02-13,170.019300,170.186800,False,165.644700,169.043900,reg,2841567
LRCX,2018-02-14,180.315500,180.394300,False,168.482300,168.876400,reg,5836961
LRCX,2018-02-15,182.975700,183.044700,False,176.482800,180.276100,reg,4179184
LRCX,2018-02-16,185.143300,188.389800,False,181.931400,182.039700,reg,4335579
LRCX,2018-02-20,190.591900,193.163500,False,183.665400,184.177800,reg,3296465
LRCX,2018-02-21,186.443900,192.128900,False,186.414300,191.685600,reg,3271257
LRCX,2018-02-22,185.586700,187.636100,False,184.180200,187.360200,reg,1752907
LRCX,2018-02-23,190.256900,190.818500,False,185.833000,187.439000,reg,2227288
LRCX,2018-02-26,195.508400,196.040500,False,190.306200,191.705300,reg,2363054
LRCX,2018-02-27,190.621500,196.848400,False,190.522900,195.232600,reg,2822258
LRCX,2018-02-28,189.035200,193.774400,False,188.513000,191.577200,reg,3608320
LRCX,2018-03-01,187.271500,192.759500,False,185.350200,189.655900,reg,3003635
LRCX,2018-03-02,191.665900,192.020600,False,179.480800,182.325400,reg,2775807
LRCX,2018-03-05,195.774500,197.075000,False,188.423100,189.990900,reg,3292353
LRCX,2018-03-06,205.395300,206.936200,False,197.068400,197.690700,reg,7636315
LRCX,2018-03-07,209.148800,209.761200,False,201.641800,203.311100,reg,5625612
LRCX,2018-03-08,210.136500,212.309600,False,208.368400,211.381100,reg,3780373
LRCX,2018-03-09,222.197100,223.313300,False,211.321800,211.657700,reg,6656799
LRCX,2018-03-12,225.851800,227.185300,False,220.271000,222.740400,reg,4928822
LRCX,2018-03-13,221.229100,232.005600,False,219.707900,227.224800,reg,4946176
LRCX,2018-03-14,219.915400,223.357700,False,218.354700,220.271000,reg,3291909
LRCX,2018-03-15,220.350000,224.222000,False,219.826500,221.258700,reg,2446239
LRCX,2018-03-16,219.204200,222.246500,False,218.577000,221.436500,reg,2495774
